Target Gift Flag,Control Number,Target Gift Amount,Gift Count 36 Months,Gift Count All Months,Gift Count Card 36 Months,Gift Count Card All Months,Gift Amount Last,Gift Amount Average 36 Months,Gift Amount Average All Months,Gift Amount Average Card 36 Months,Time Since Last Gift,Time Since First Gift,Promotion Count 12 Months,Promotion Count 36 Months,Promotion Count All Months,Promotion Count Card 12 Months,Promotion Count Card 36 Months,Promotion Count Card All Months,Status Category 96NK,Status Category Star All Months,Demographic Cluster,Age,Gender,Home Owner,Median Home Value Region,Percent Veterans Region,Median Income Region,Observation Number
1,74732,15,3,12,2,11,15,18,15.92,15,22,122,12,33,67,6,17,30,A,1,45,.,M,U,22900,36,0,3245
0,74761,.,4,14,4,7,12,10.75,8.5,10.75,21,57,12,31,50,6,16,19,S,1,53,68,F,U,30600,29,42868,3249
0,74817,.,4,14,2,8,20,12.5,11.64,10,18,123,13,33,75,6,15,30,S,1,35,55,M,H,143200,26,68000,3252
0,74797,.,2,10,2,10,15,32.5,22.7,32.5,25,96,11,21,41,5,10,20,A,1,38,37,F,H,69400,23,68000,3254
0,74861,.,4,4,2,2,50,31.25,31.25,25,16,32,13,29,29,6,13,11,A,0,44,44,M,H,58400,29,55734,3258
0,74882,.,1,1,1,1,30,30,30,30,15,15,9,11,11,3,4,4,E,0,46,29,F,U,61400,30,56739,3260
1,74914,6,7,22,3,14,6,6.43,4.86,7,19,116,11,32,70,6,17,31,S,1,36,82,F,U,42400,33,49699,3262
0,75247,.,3,4,2,2,10,14.33,13.25,14,18,33,11,30,29,5,14,13,A,0,41,86,M,H,38300,47,46571,3280
0,75246,.,7,9,5,5,6,5,4.89,5.2,16,32,13,30,30,6,15,13,S,1,18,63,M,H,54600,35,46571,3281
0,75271,.,5,21,4,15,11,9.8,7.9,9.5,25,126,10,31,74,5,15,32,A,1,33,74,F,H,48100,48,46571,3282
1,75346,15,6,9,6,7,7,9.33,8.11,9.33,22,40,8,23,30,5,15,14,S,1,45,69,M,H,34900,26,46240,3284
0,75323,.,4,6,4,6,25,12.5,10,12.5,17,44,13,29,34,6,15,15,S,1,40,45,F,U,48100,24,46240,3288
1,187274,15,1,1,1,1,15,15,15,15,21,21,4,7,7,1,3,3,E,0,49,.,F,U,43500,22,0,3289
1,75474,15,3,3,1,1,20,11.67,11.67,10,18,32,15,31,33,6,13,13,N,0,53,.,M,U,20600,39,33424,3296
1,75609,10,5,17,5,12,5,5,4,5,17,126,11,27,63,5,13,26,S,1,45,86,M,U,33800,36,45027,3303
0,75777,.,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,49,47,F,H,48800,32,53050,3308
0,76087,.,2,4,0,2,20,20,14,.,19,64,12,31,47,6,6,17,A,0,51,43,F,U,21100,33,37125,3328
0,76138,.,7,42,5,22,11,10.71,7.81,9.8,17,130,14,33,83,5,16,32,S,1,45,83,F,U,36700,30,0,3330
0,76321,.,1,11,1,6,10,20,8.36,20,15,128,13,32,53,6,15,22,A,1,51,46,F,U,34300,31,41875,3340
0,185467,.,5,32,3,16,10,13.2,10.16,14,14,128,23,45,93,6,17,32,S,1,46,17,F,U,33800,34,46958,3341
1,76442,5,5,18,3,10,5,4.8,4,4.67,19,89,10,29,55,5,15,24,S,1,44,59,M,H,58800,25,54118,3344
0,5556,.,2,27,2,14,14,13,5.85,13,21,130,13,29,80,4,12,30,A,1,27,78,F,U,55200,29,60140,3348
0,76537,.,1,1,0,0,15,15,15,.,16,16,11,16,13,4,4,5,F,0,49,51,M,H,40400,47,50278,3350
0,76620,.,4,4,1,1,17.5,13.63,13.63,15,17,32,12,28,27,6,13,11,A,0,30,61,M,U,44600,44,48125,3355
1,76780,75,1,5,1,4,50,50,33,50,24,65,8,19,41,5,12,17,A,0,35,81,F,U,68800,31,42403,3358
1,76851,20,3,4,2,3,15,20,16.25,17.5,21,42,13,32,34,6,15,15,A,0,49,82,M,H,46600,30,47981,3359
1,2583,5,9,16,5,8,5,4.78,4.75,4.6,14,75,24,44,62,10,19,25,A,1,12,75,F,H,108500,32,67061,3360
0,77157,.,12,34,4,14,3,2.92,2.82,3.25,17,105,13,33,69,6,16,28,S,1,48,76,F,U,51300,25,55293,3378
1,7734,20,3,22,3,8,13,14.33,11.23,14.33,6,105,39,59,119,8,17,29,S,1,40,71,M,U,68300,22,58750,3387
0,77312,.,3,5,2,2,25,7.67,10.8,8,18,33,13,30,28,6,14,12,A,0,16,44,F,H,85000,35,69006,3388
0,77472,.,3,15,0,5,10,10.67,5.33,.,18,98,12,30,61,5,5,24,A,1,27,80,M,H,47600,28,47756,3397
0,136679,.,6,17,6,11,7,4.83,4,4.83,16,64,13,33,55,5,15,21,S,1,40,43,F,U,88400,26,70346,3403
0,77592,.,7,19,4,13,5,5,4.79,5,21,102,12,33,69,6,17,28,S,1,40,46,M,H,78700,26,62012,3404
1,77695,20,2,3,1,2,15,17.5,15,15,16,41,13,33,33,6,15,14,A,0,35,39,M,H,104000,29,67825,3412
0,77723,.,0,1,0,0,15,0,15,.,18,18,10,10,12,4,4,4,F,0,11,.,M,U,169300,40,0,3416
0,78071,.,2,15,2,8,20,20,8.53,20,25,68,12,33,57,6,17,23,A,1,39,34,F,U,85600,31,65701,3418
1,77799,10,5,11,3,5,10,7.4,6.82,5.67,18,127,13,35,58,6,17,27,A,0,11,60,M,H,92300,29,75203,3419
0,186632,.,5,13,3,7,10,12.6,9.77,12.33,8,53,20,42,54,7,18,20,S,1,44,63,M,U,80300,27,0,3438
1,78199,15,2,10,2,10,15,15,9.7,15,21,105,12,29,65,5,14,25,A,1,24,51,M,H,0,28,70000,3443
0,78219,.,7,17,6,11,12,10,7.35,10,22,123,13,32,62,6,17,27,S,1,44,35,F,H,75600,27,54270,3444
1,78270,15,2,2,2,2,15,10,10,10,15,29,8,18,19,2,6,6,E,0,10,63,M,H,27700,27,21867,3448
1,78312,15,1,9,0,6,20,20,10.56,.,26,99,10,30,63,5,5,25,A,1,20,64,M,H,56500,38,48327,3450
0,78380,.,4,16,4,11,20,20,15.75,20,21,100,13,34,71,6,17,28,S,1,10,57,F,H,41300,29,38297,3453
0,1913,.,4,7,3,3,20,17.5,15.71,16.67,7,32,20,36,45,8,16,19,A,1,8,73,M,U,59500,30,51954,3468
1,78753,3,7,21,3,7,3,3.86,3.29,5,15,103,8,20,36,4,9,11,A,1,4,79,F,U,66800,22,50568,3469
1,78588,11,4,8,3,6,5,7,5.75,7.67,18,61,11,29,44,5,13,18,A,1,5,37,F,H,83600,31,43483,3474
0,78909,.,1,7,0,3,20,20,14,.,17,93,14,35,65,6,6,25,A,0,16,54,M,H,67300,43,50707,3475
0,79043,.,1,2,1,1,15,10,12.5,10,18,20,13,21,18,6,10,8,N,0,16,52,F,H,54700,28,52690,3484
1,79136,10,6,24,4,16,10,10.83,8.08,8.75,16,125,15,37,86,6,17,34,S,1,30,73,M,H,33600,29,46341,3489
0,79180,.,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,44,45,F,H,77300,22,65781,3490
1,79389,11,5,7,4,5,13,11.8,10.14,10.75,21,45,12,32,37,6,16,16,S,1,36,66,M,H,49200,27,49277,3497
1,79427,10,2,19,2,12,20,15.5,8.58,15.5,21,127,12,31,77,6,15,31,A,1,40,62,F,H,71800,21,67760,3500
1,79478,25,3,20,1,8,25,23.33,13.25,25,15,126,13,34,78,6,16,32,S,1,40,76,M,H,66800,37,61461,3501
1,3312,15,6,9,2,2,15,10.67,11.44,10.5,6,29,32,48,46,9,17,15,A,1,34,47,M,H,93000,36,62681,3503
1,79602,15,3,26,2,15,15,13,10.58,12.5,24,129,13,34,83,6,17,33,S,1,15,86,M,U,93700,22,70239,3509
1,79622,5,2,23,1,13,5,15,9.91,25,19,113,22,43,95,8,18,34,N,1,36,81,F,H,84200,37,70044,3511
1,79641,12,3,16,1,9,15,10,9.94,10,18,128,13,34,77,6,16,32,S,1,14,74,F,U,124400,26,0,3512
1,79702,35,1,2,0,1,25,25,20,.,18,39,13,30,29,6,6,13,A,1,15,39,M,U,123200,23,88407,3516
0,79889,.,7,11,2,3,7,6.14,6,7,17,80,13,30,32,6,13,12,A,0,45,75,M,H,48200,39,39417,3527
1,79900,50,4,9,4,7,50,42.5,24.22,42.5,17,89,9,21,44,5,14,20,S,1,45,68,F,U,61700,30,46202,3528
1,7518,5,5,19,4,16,5,5,4.84,5,15,119,12,29,70,5,14,30,S,1,0,.,M,U,60700,0,50346,3529
0,80035,.,2,9,1,5,16,15,11.78,14,18,75,12,31,57,5,13,20,A,1,48,78,F,U,76500,21,65118,3533
1,80153,5,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,30,74,M,H,41600,36,46530,3538
0,10067,.,2,9,2,6,0,12,9.11,12,5,69,27,46,68,6,15,20,A,1,40,55,F,H,78100,25,52842,3559
1,2154,15,5,15,5,13,12,16.6,19.4,16.6,17,112,25,42,77,11,20,33,A,1,46,77,M,H,65500,43,48104,3571
1,80800,8,4,7,3,5,10,9.25,8.43,9,17,53,6,26,37,4,14,15,A,1,49,67,F,H,67700,34,57721,3572
0,80812,.,6,37,3,18,5,5.17,4.35,4.67,18,130,13,34,83,6,17,33,S,1,49,41,M,H,49500,25,49102,3574
1,80866,4,11,11,5,5,5,4.55,4.55,5,16,35,14,32,31,6,14,12,S,1,49,70,F,H,43800,31,45654,3577
0,80883,.,2,17,2,11,26,26,16.71,26,22,124,13,33,75,6,17,32,A,1,49,.,F,U,26400,25,34167,3578
0,91719,.,3,3,2,2,25,21.67,21.67,20,19,29,14,28,27,6,13,11,A,0,48,55,F,H,51600,40,42045,3585
0,80993,.,4,9,2,6,15,12,10.11,13,23,124,13,33,60,6,15,28,A,0,51,60,M,U,28500,29,0,3588
0,81014,.,7,22,2,8,15,15.14,12.18,15,17,126,14,36,74,6,17,34,S,1,48,.,M,U,80700,53,0,3590
0,81045,.,4,17,2,8,25,25,14.41,25,19,130,14,36,77,6,17,32,A,1,46,85,M,U,62300,43,46625,3593
0,80797,.,2,2,1,1,20,15,15,10,18,29,12,25,23,4,10,9,A,0,49,.,M,U,59200,34,54597,3601
1,81241,20,2,8,1,5,20,17,10.5,14,19,57,13,33,46,6,15,19,A,1,43,52,M,H,41900,38,42786,3605
0,81270,.,6,24,5,17,4,4.83,4.21,4.8,15,125,13,30,74,6,15,30,S,1,26,85,M,H,44600,41,56708,3608
0,81300,.,2,2,1,1,15,10,10,5,16,22,12,18,16,5,8,7,N,0,41,54,M,H,41400,33,51031,3612
0,81424,.,2,3,1,2,25,17.5,15,10,18,44,13,32,35,6,14,14,A,0,45,.,M,U,40300,27,50382,3623
0,81511,.,4,12,1,5,10,9.5,7.67,10,15,130,13,35,64,6,17,28,S,1,45,39,F,H,42900,42,40714,3626
1,190837,11,6,8,3,5,12,8.83,8.13,10.67,20,44,13,33,37,6,16,16,S,1,31,7,F,U,43200,43,48750,3638
1,82040,3,9,43,8,26,9,3.22,2.67,2.5,18,128,10,31,77,5,16,32,S,1,45,73,M,U,49300,36,40063,3654
1,82313,15,3,11,2,7,15,13.67,9.73,14,20,119,13,32,61,6,15,27,A,1,36,70,F,U,56900,34,0,3669
0,82446,.,4,15,2,8,10,18.75,14.73,20,20,104,13,35,75,6,17,31,S,1,49,6,F,U,78100,32,64438,3675
0,82516,.,4,6,2,3,5,8.75,7.5,12.5,15,51,13,33,43,6,15,18,S,1,3,.,F,U,99600,21,0,3680
1,82843,5,2,14,1,6,5,6,5.07,7,15,76,11,29,54,5,13,21,A,1,17,.,F,U,73700,33,0,3682
1,82618,5,2,21,1,14,12,11,6.24,10,18,127,10,27,71,3,9,26,A,1,18,37,M,H,83600,32,60348,3689
1,4393,10,3,31,1,11,10,10,9.52,10,4,105,26,41,106,6,13,24,A,1,26,87,M,U,104700,38,65650,3701
1,82737,20,6,7,4,5,12,10.33,9.57,10.5,17,41,7,22,26,4,12,11,A,1,11,81,M,H,143000,43,68536,3703
1,82832,10,3,3,2,2,9,8,8,7,16,24,13,24,24,6,11,9,N,1,14,72,M,H,106300,37,55513,3708
0,82870,.,2,4,1,2,21,18,13,21,22,57,12,32,41,6,15,16,A,0,12,52,M,H,96500,22,70928,3711
1,185803,20,3,14,2,6,20,20,15,20,9,125,20,42,80,8,19,34,A,0,0,59,M,H,88700,0,70928,3712
1,10606,5,5,9,3,5,12,11.4,9,10.67,17,53,15,33,55,6,15,16,A,0,12,63,M,H,96900,29,80946,3717
1,83220,5,1,1,1,1,15,15,15,15,26,26,7,20,17,3,9,8,N,0,45,43,F,U,39100,28,42679,3732
0,83256,.,2,20,2,6,15,10,6.75,10,21,69,12,31,65,6,15,24,A,1,11,79,F,U,119300,24,87922,3733
0,83292,.,2,2,1,1,40,40,40,40,21,28,13,27,26,6,13,11,A,0,14,33,F,H,136000,26,106850,3735
0,83529,.,1,3,0,2,16,16,10.33,.,25,66,9,22,38,4,4,14,A,0,8,.,M,U,66000,35,0,3745
0,1832,.,6,8,5,7,27,21.67,22.5,24,17,32,26,42,56,11,19,22,A,1,0,.,M,U,74500,0,0,3748
0,83616,.,1,2,0,1,20,20,17.5,.,20,42,10,26,28,4,4,12,A,0,9,85,F,H,49600,25,29535,3749
1,83698,16,8,16,6,10,14,13,10.13,13.5,16,128,16,35,63,6,16,28,A,1,20,46,M,H,87800,32,61515,3753
0,82858,.,1,1,1,1,20,20,20,20,21,21,12,19,17,4,7,6,F,0,14,.,M,U,95000,32,50504,3757
1,84100,14,2,2,1,1,15,14,14,13,18,23,12,24,22,6,12,10,N,0,13,65,M,H,151500,33,105995,3774
1,82248,8,5,12,4,9,7,5.8,5.92,6,6,52,19,36,51,7,15,19,F,1,44,75,M,U,48000,49,33528,3791
1,84610,4,8,22,6,16,6,4.25,3.11,4.17,17,125,12,28,62,6,16,29,S,1,24,86,F,U,78000,29,0,3799
0,164749,.,1,1,1,1,20,20,20,20,17,17,11,16,14,5,7,6,F,0,36,44,M,U,43700,37,44238,3802
1,84745,7,8,22,3,7,9,7.13,6.59,6.67,17,67,13,33,57,6,16,22,S,1,49,81,F,U,60400,31,48462,3807
0,84768,.,4,10,1,4,14,13,8.25,12,16,88,14,31,57,6,13,20,S,1,46,.,F,U,53000,34,0,3809
0,84916,.,2,15,1,7,15,15,6.27,15,19,111,13,32,65,6,15,27,S,1,49,54,F,U,38100,28,47125,3816
0,8258,.,0,9,0,3,0,0,13.67,.,5,81,28,28,76,5,5,20,A,1,45,.,F,U,42400,33,49831,3821
0,85230,.,6,21,5,12,5,5.33,5.14,5,22,126,11,32,69,5,15,31,S,1,44,70,M,H,68700,23,54828,3833
0,257,.,1,14,0,3,19,19,11.71,.,25,87,12,26,49,5,5,19,A,0,0,55,F,H,49000,0,40043,3836
0,85457,.,3,17,0,7,10,10,8.53,.,18,126,13,34,76,6,6,33,S,1,38,.,F,U,67100,30,43694,3842
1,85498,10,4,11,3,10,5,9.25,5.91,7.33,16,126,14,33,63,6,14,28,A,1,51,.,F,U,28100,30,34375,3845
1,83497,15,2,2,1,1,20,15,15,10,18,24,12,23,20,6,11,9,N,0,9,69,F,H,37500,28,39773,3857
1,85716,25,2,2,1,1,25,25,25,25,19,30,13,28,24,6,13,11,A,0,53,73,F,U,35700,38,38047,3858
0,85700,.,2,8,2,5,20,20,13.13,20,22,113,12,33,63,6,16,26,A,0,46,59,M,U,47900,37,41932,3859
1,85894,3,4,12,3,8,5,4.5,3.13,5,17,120,6,17,40,3,8,19,S,1,43,36,M,U,39600,34,51587,3870
1,85922,10,1,17,1,11,10,10,10.76,10,18,130,11,28,74,4,11,30,A,1,36,57,F,H,43200,35,43279,3871
1,186925,15,3,24,1,13,10,10,10.92,5,6,122,26,47,93,10,20,38,A,1,45,67,F,U,23500,29,44732,3874
1,86000,10,4,16,3,9,10,13.75,11.25,15,24,126,10,31,74,5,15,32,A,1,27,85,F,H,42800,32,41142,3876
0,86053,.,8,23,4,14,10,10,8.52,10,20,130,14,35,82,6,17,34,S,1,45,50,F,U,61800,29,53467,3879
1,86068,5,5,11,5,9,10,11.8,9.36,11.8,16,89,15,37,61,6,17,24,A,1,48,.,F,U,46000,21,0,3882
1,86073,10,4,16,2,7,10,6.75,5.94,7,18,74,13,32,57,6,16,23,S,1,43,59,M,U,21600,31,39583,3883
1,86225,10,1,4,1,3,20,20,13.5,20,22,77,10,27,40,4,11,15,A,1,49,61,M,H,49900,39,38844,3891
0,86257,.,1,3,1,2,20,20,10.67,20,21,52,12,29,36,6,13,14,A,0,30,36,F,H,41000,27,39029,3895
1,86322,5,6,8,3,3,5,5.33,5.13,5.67,17,28,13,24,24,6,12,10,A,1,36,30,F,U,21300,57,38750,3902
0,86397,.,3,6,1,3,20,19,17,15,18,86,13,34,57,6,16,22,A,0,48,36,M,H,37300,40,44191,3908
1,86436,5,9,35,7,21,5,5,5.63,5,23,130,12,31,74,6,17,34,S,1,17,67,M,H,85700,33,50505,3911
1,86580,5,8,38,8,28,5,5,3.82,5,17,129,12,32,82,6,17,33,S,1,48,37,F,U,26300,24,39276,3921
1,86692,19,2,5,0,2,19,16,12.2,.,18,53,13,33,43,6,6,17,A,1,39,57,M,U,34900,26,42467,3929
0,86804,.,3,17,1,9,9,8.33,6.65,8,18,109,12,31,68,5,13,29,S,1,49,54,M,H,41900,28,40125,3937
0,86891,.,6,24,5,17,8,6.5,5.08,6.4,17,130,12,31,74,6,17,31,S,1,43,.,F,U,15500,29,0,3939
0,86917,.,1,10,0,4,16,16,7.4,.,26,103,9,22,54,4,4,20,A,0,30,.,F,H,35800,25,33923,3941
0,12952,.,1,17,1,6,5,10,6.59,10,21,97,17,36,76,4,12,24,A,1,0,.,M,U,46000,0,43234,3947
1,7676,35,2,23,0,7,35,32.5,13.78,.,25,113,25,47,110,6,6,29,A,1,49,.,F,U,46600,25,41329,3949
0,190447,.,5,22,3,11,15,14,8.91,13.67,15,111,4,12,41,2,6,19,E,1,35,.,U,U,96800,34,0,3956
1,87217,20,2,5,1,4,15,14.5,12.6,15,20,52,12,32,41,6,15,18,A,1,43,71,M,U,35000,32,34583,3965
1,87395,20,5,10,3,6,21,19.4,15.1,19,18,91,13,31,62,6,15,23,A,0,42,80,F,U,84200,30,48958,3974
1,87471,15,4,9,3,5,15,7.75,6.33,8.67,15,52,11,30,39,4,13,15,A,1,30,57,F,U,52200,25,37694,3977
1,87533,5,2,8,2,4,15,14.5,11.63,14.5,15,92,12,29,54,5,12,22,A,0,42,73,F,H,74700,46,38413,3980
0,87573,.,2,14,0,11,15,15,8.79,.,18,126,7,22,63,3,3,27,A,1,53,.,U,U,27700,39,0,3982
0,87612,.,2,2,1,1,15,15,15,15,26,35,4,16,16,2,8,7,A,0,49,79,M,U,53800,36,40341,3985
1,87706,12,4,5,1,1,13,12,11.4,13,18,38,12,29,29,6,13,11,A,0,36,65,M,U,43400,44,33016,3990
0,94040,.,7,13,6,8,3,12.43,10.62,12.5,4,80,16,36,57,7,18,24,A,1,2,39,M,U,161300,21,0,3996
1,87904,21,3,13,1,6,15,13,8.62,11,18,113,13,34,70,6,16,29,A,0,5,65,M,U,114100,32,0,3998
1,87939,30,1,7,0,3,25,25,13,.,18,75,13,35,55,6,6,22,A,1,14,7,M,U,529400,29,0,4000
1,88056,5,3,15,2,7,3,4.33,3.8,4,17,118,13,28,63,6,12,24,S,1,11,68,F,H,135500,16,113663,4003
0,88092,.,1,3,1,3,20,20,18.33,20,20,58,10,23,36,4,10,14,A,0,18,48,M,H,108800,16,62230,4006
0,88233,.,1,19,1,16,10,10,8.32,10,15,125,9,24,70,3,10,29,E,1,12,17,F,H,164800,23,87665,4014
1,88489,25,2,11,2,10,30,27.5,17,27.5,16,124,9,20,53,4,11,26,A,1,14,67,F,H,183300,24,107272,4025
1,88535,26,1,10,0,5,21,21,8.4,.,17,130,12,24,58,5,5,26,A,1,35,68,M,H,236000,19,66090,4028
0,88609,.,6,16,3,9,10,8,7.06,6.67,17,81,13,33,61,6,16,25,S,1,2,65,F,U,162400,22,0,4034
1,12454,15,2,7,1,2,10,12.5,9,15,17,45,27,47,62,6,15,16,A,0,13,.,M,H,301700,41,106020,4040
1,2935,25,1,4,1,1,20,50,22.5,50,10,17,28,33,32,5,7,6,F,0,0,.,F,H,160900,0,89773,4047
1,88766,15,4,7,2,4,12,12.75,11,12,17,45,13,33,39,6,17,17,S,1,14,50,M,H,254900,20,89773,4048
0,88838,.,1,4,1,3,20,20,23.75,20,17,76,13,26,50,6,12,19,A,1,13,69,M,H,209600,33,87767,4052
0,88862,.,1,1,1,1,20,20,20,20,24,24,7,17,16,3,7,6,N,0,14,53,F,H,336800,30,118487,4055
1,88886,40,1,3,0,1,25,40,35,.,18,44,13,35,41,6,6,17,A,0,44,43,M,H,96200,32,72452,4056
0,7776,.,3,10,1,5,12,13,9,18,5,68,30,49,68,10,18,25,L,0,0,67,F,U,158000,0,0,4060
1,190839,15,2,2,1,1,15,12.5,12.5,10,18,28,11,24,22,4,10,9,A,0,8,41,M,H,66200,20,42613,4061
1,89030,11,6,8,4,5,10,5.33,5.63,5,17,40,13,32,31,6,15,14,S,1,8,72,F,H,53900,26,42613,4062
1,31893,20,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,38,.,F,U,37500,22,40014,4065
0,89176,.,1,5,1,4,30,30,16,30,17,93,13,30,53,6,14,22,A,0,13,35,M,H,363700,27,122794,4067
1,88868,8,6,7,4,4,8,7.67,7.43,7,17,28,13,24,24,6,12,10,A,1,13,73,F,H,231300,56,122794,4069
0,89274,.,1,2,1,1,6,25,15.5,25,15,17,12,17,15,5,7,6,N,0,18,43,F,H,93800,22,59456,4072
1,1064,5,7,25,2,15,5,8.57,9.36,10,7,121,30,52,108,11,22,41,S,1,14,69,M,U,143700,24,0,4076
0,89334,.,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,27,51,M,U,92000,20,0,4080
1,89642,15,1,6,0,4,15,15,8.67,.,25,87,9,29,50,4,4,21,A,1,24,.,F,U,85400,26,0,4090
0,89675,.,0,1,0,0,15,0,15,.,22,22,7,7,12,3,3,5,N,0,12,62,F,H,125600,37,81018,4093
1,89677,15,0,1,0,0,15,0,15,.,23,23,8,8,13,3,3,5,N,0,11,59,F,U,171600,33,81018,4096
0,89923,.,4,4,2,2,16,11.5,11.5,10,18,36,12,33,32,6,16,14,A,1,12,68,F,H,109700,31,69585,4111
1,90371,15,2,6,1,2,15,11,7.17,7,16,96,12,27,51,5,11,20,A,0,11,49,M,H,163300,23,91382,4129
0,90379,.,1,5,0,2,15,15,21,.,25,124,9,27,48,4,4,21,A,0,14,60,M,H,99800,18,91382,4130
1,90480,11,4,7,3,5,11,10.75,9,10.33,23,65,12,28,43,6,13,16,A,0,24,55,F,H,150900,21,72339,4136
0,90494,.,2,10,0,5,15,13.5,11.9,.,18,124,13,33,62,6,6,29,A,1,24,45,F,H,120900,31,72339,4140
1,10384,10,2,12,1,7,18,17,9.67,18,17,128,16,37,83,6,16,31,A,1,24,73,M,U,126600,25,0,4142
1,397,16,1,7,0,2,16,16,15.86,.,20,84,15,30,60,4,4,18,A,0,2,79,F,H,185700,25,93770,4147
1,4187,25,1,34,1,14,25,28,15.85,28,14,122,33,50,126,7,17,33,A,1,20,83,F,U,95100,43,0,4157
0,4127,.,3,13,3,8,15,15,12.62,15,18,119,17,38,82,6,16,26,A,0,5,75,F,H,87500,34,51904,4158
1,90816,20,13,35,8,18,27,22.69,17.8,22.5,18,91,14,35,72,6,17,27,S,1,20,44,F,U,77700,31,0,4159
0,90857,.,7,26,2,11,10,8.57,7.31,7.5,18,130,14,36,81,6,17,32,A,1,30,79,F,H,45700,31,46071,4161
0,91022,.,2,2,1,1,15,10,10,5,15,27,9,20,18,3,8,7,N,0,12,59,F,H,106900,30,66631,4171
0,91337,.,2,12,1,7,5,10,6.17,5,22,87,11,30,58,4,12,21,S,1,35,.,F,U,94500,31,0,4184
1,91453,21,2,7,1,3,25,25,18.71,25,18,64,15,34,55,6,15,20,A,0,40,.,F,U,99900,28,0,4190
1,7330,6,8,60,6,24,5,5,4.42,5,5,128,32,52,134,7,18,38,S,1,38,77,F,U,62300,17,61831,4192
1,91507,14,4,4,2,2,10,8.75,8.75,7.5,16,29,13,26,23,6,12,10,A,0,12,61,F,H,105800,28,69121,4194
1,91756,7,7,38,4,17,7,7,7.37,7,18,126,12,34,81,6,17,33,S,1,35,39,M,H,185200,26,86282,4213
1,91861,12,3,16,1,6,12,12,10.38,12,15,80,12,32,60,5,14,23,A,1,12,56,F,H,138000,24,67201,4218
0,91284,.,6,14,4,7,12,10.33,8.36,10.5,15,56,14,35,51,6,17,21,S,1,12,22,M,H,148000,20,87470,4225
0,92028,.,2,4,0,2,15,15,15,.,18,45,8,25,32,4,4,13,A,0,30,47,M,H,61300,26,43191,4229
0,92508,.,3,7,1,4,25,21.67,18.57,20,19,111,13,35,65,6,17,28,A,0,17,82,F,U,164100,26,0,4232
1,92241,20,2,21,1,13,15,15,7.62,15,26,130,9,26,70,4,12,29,A,1,24,63,M,H,125000,28,81739,4240
1,92312,24,2,6,2,4,18,15,10.33,15,20,57,13,31,43,6,15,18,A,0,13,65,F,H,357300,32,154945,4244
0,92455,.,4,14,4,12,15,10.5,6.29,10.5,24,126,11,31,69,6,16,32,A,1,24,43,F,H,128000,25,62493,4252
0,92689,.,4,18,2,14,10,8.5,4.61,8.5,21,127,11,32,69,5,15,30,A,1,24,87,F,H,183700,21,86725,4261
0,92664,.,1,1,1,1,20,20,20,20,21,21,12,19,18,4,7,6,F,0,22,35,F,H,173100,33,86725,4263
0,92748,.,2,4,1,2,25,15.5,9.75,25,18,41,13,32,31,6,14,13,A,0,24,67,F,H,222300,16,105247,4265
1,92749,15,4,6,3,4,12,11,9.83,11.33,21,41,12,31,35,6,15,14,A,0,11,55,M,H,157800,23,105247,4266
1,92891,5,4,15,2,11,5,8.75,5.27,5,25,128,5,23,61,3,13,26,S,1,10,71,F,H,52100,26,27184,4283
0,190117,.,1,2,1,2,15,15,12.5,15,17,40,4,12,14,2,6,7,E,0,3,.,F,U,88300,16,0,4295
0,93361,.,2,4,0,2,16,13,8.5,.,19,75,11,21,32,6,6,13,A,0,8,83,F,H,66100,24,40131,4298
1,93432,11,3,11,0,5,10,9.33,6,.,18,92,13,31,58,6,6,22,S,1,8,.,F,U,61300,23,0,4304
0,93423,.,4,15,1,6,17,16,14.07,15,26,67,10,32,54,5,16,22,A,1,10,47,M,H,65800,14,41449,4305
0,3964,.,4,33,1,8,50,50,47,50,15,80,35,57,120,7,18,27,S,1,0,.,M,U,93800,0,43729,4312
0,93705,.,2,2,1,1,15,15,15,15,19,24,12,23,20,6,11,9,N,0,10,69,M,U,57500,22,44965,4320
0,93719,.,2,4,1,2,38,35.63,29.31,33.25,15,43,13,35,41,6,17,17,A,0,5,53,M,H,81800,38,44965,4321
0,93820,.,1,14,0,12,20,20,6.57,.,26,129,9,27,69,4,4,26,A,1,7,52,M,H,105900,16,59493,4325
1,93880,5,2,3,0,0,20,15,12,.,18,32,12,31,28,6,6,13,A,0,8,41,M,H,58300,17,40935,4330
0,93876,.,1,1,1,1,20,20,20,20,18,18,10,15,12,4,6,5,F,0,10,57,M,U,56300,24,40935,4331
1,189130,51,1,6,1,4,36,36,20.83,36,18,89,13,32,57,6,15,23,A,0,5,69,M,U,109400,23,56916,4333
0,94141,.,2,9,1,3,15,16,10.44,20,18,75,13,34,55,6,16,23,A,0,20,37,F,H,90400,33,54425,4336
1,94307,15,7,23,3,10,5,5.71,9.17,9.33,16,68,9,27,46,4,14,19,S,1,7,77,F,H,106300,22,48639,4346
1,4243,20,2,10,0,2,15,12.5,9.7,.,19,109,15,35,72,6,6,31,A,0,7,51,F,H,86700,24,31228,4357
