ADDRESS,TYPE,SELLERG,REGIONNAME,AREANUM,DISTANCE_INTERVAL,ROOMS,BATHROOM,CAR,LANDSIZE,BUILDINGAR,PRICE_INTERVAL
Denys St,h,Ray,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,603.0,94.3,500k-1M
Lynch Rd,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,621.0,141.0,500k-1M
Victoria Pde,h,O'Brien,South-Eastern Metropolitan,6.0,35-40 km,3,1.0,2.0,593.0,102.0,500k-1M
Monterey Bvd,h,Ray,Eastern Victoria,6.0,35-40 km,3,1.0,0.0,624.0,114.0,300k-500k
Summerhill Rd,h,J,Southern Metropolitan,6.0,5-10 km,3,1.0,2.0,554.0,169.0,1.5M-2M
Orchard St,h,Harcourts,Eastern Metropolitan,6.0,15-20 km,4,1.0,2.0,655.0,161.0,1.5M-2M
Short St,u,Ray,Eastern Metropolitan,6.0,15-20 km,2,1.0,1.0,258.0,106.0,1M-1.5M
Heather Ct,h,Purplebricks,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,649.0,95.0,500k-1M
Cam St,h,Ray,Northern Metropolitan,5.0,15-20 km,3,2.0,1.0,610.0,21.0,500k-1M
Chester Cl,h,Barry,Northern Metropolitan,4.0,20-25 km,3,2.0,1.0,650.0,204.0,500k-1M
Murray Ct,h,Barry,Northern Metropolitan,4.0,20-25 km,5,3.0,5.0,1750.0,310.0,1M-1.5M
Wallace Dr,h,RW,Northern Metropolitan,4.0,20-25 km,5,4.0,5.0,602.0,264.0,500k-1M
Lockley St,h,Brad,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,676.0,113.0,500k-1M
Middle St,t,Stockdale,Northern Metropolitan,4.0,10-15 km,3,2.0,2.0,0.0,139.0,500k-1M
Barkers Rd,u,Peter,Southern Metropolitan,6.0,5-10 km,3,1.0,1.0,1396.0,95.88,500k-1M
Coppin Gr,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,2267.0,104.0,1M-1.5M
Fairview St,h,RT,Southern Metropolitan,6.0,5-10 km,5,2.0,5.0,820.0,300.0,3M+
Grove Rd,h,Kay,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,371.0,276.0,3M+
Lisson Gr,u,Kay,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,47.0,500k-1M
Shakespeare Gr,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,84.0,500k-1M
Caroline St,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,282.0,141.0,1.5M-2M
Fairmount Rd,h,RT,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,528.0,199.0,2M-2.5M
Toorak Rd,t,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,265.0,177.0,1M-1.5M
Canterbury Rd,t,Philip,Eastern Metropolitan,3.0,20-25 km,3,2.0,2.0,173.0,140.0,500k-1M
Bamfield Rd,h,Miles,Eastern Metropolitan,5.0,5-10 km,3,1.0,1.0,592.0,125.0,500k-1M
Whitmore Pl,h,Brad,Western Metropolitan,7.0,15-20 km,3,2.0,1.0,453.0,153.0,300k-500k
Strang St,h,hockingstuart,Western Metropolitan,8.0,15-20 km,3,2.0,1.0,557.0,136.0,500k-1M
Magnolia Rd,u,Miles,Eastern Metropolitan,3.0,5-10 km,3,2.0,1.0,0.0,145.0,500k-1M
Thoresby Gr,h,Nelson,Eastern Metropolitan,3.0,5-10 km,3,2.0,2.0,334.0,128.0,1M-1.5M
Oakdene Pl,h,Miles,Eastern Metropolitan,3.0,5-10 km,3,2.0,1.0,805.0,261.0,2.5M-3M
Fullarton Rd,h,Nelson,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,647.0,126.0,500k-1M
Rankins Rd,h,Nelson,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,165.0,105.7,500k-1M
Edgevale Rd,t,hockingstuart,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,109.0,500k-1M
High St,u,Marshall,Southern Metropolitan,3.0,5-10 km,1,1.0,1.0,0.0,62.0,500k-1M
Arden Ct,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,3.0,794.0,192.0,2M-2.5M
Riverside Dr,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,4.0,753.0,280.0,2M-2.5M
Eildon Dr,h,C21,South-Eastern Metropolitan,6.0,25-30 km,4,2.0,1.0,624.0,159.0,500k-1M
The Fairway,h,Purplebricks,Northern Metropolitan,4.0,10-15 km,4,1.0,2.0,467.0,120.0,500k-1M
Casey Dr,h,Ray,Northern Metropolitan,4.0,15-20 km,3,1.0,2.0,589.0,100.0,500k-1M
Johnstone St,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,72.9,500k-1M
Tooronga Rd,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,580.0,146.0,1.5M-2M
Horizon Dr,u,Brad,Western Metropolitan,7.0,< 5 km,2,2.0,2.0,37000.0,90.0,500k-1M
Maireana St,h,Biggin,Western Metropolitan,7.0,< 5 km,4,2.0,2.0,238.0,221.3,1M-1.5M
Tamar Dr,h,Raine,Western Victoria,7.0,25-30 km,4,2.0,1.0,766.0,147.0,300k-500k
Fairbank Pl,h,Raine,Northern Victoria,7.0,30-35 km,5,2.0,2.0,666.0,156.0,300k-500k
Naples Rd,t,Hodges,South-Eastern Metropolitan,6.0,20-25 km,2,1.0,1.0,0.0,104.0,500k-1M
Voltri St,h,hockingstuart,South-Eastern Metropolitan,6.0,20-25 km,3,1.0,2.0,530.0,129.0,500k-1M
McGregor St,h,Cayzer,Southern Metropolitan,2.0,< 5 km,3,1.0,0.0,207.0,128.0,2M-2.5M
Page St,h,Marshall,Southern Metropolitan,2.0,< 5 km,6,4.0,2.0,472.0,328.0,3M+
Carlita Cl,h,Harcourts,Northern Metropolitan,5.0,15-20 km,4,2.0,1.0,808.0,184.0,500k-1M
Eaglet Ct,h,Harcourts,Northern Metropolitan,5.0,15-20 km,4,2.0,3.0,649.0,158.0,500k-1M
Parklea Ct,h,LJ,Northern Metropolitan,5.0,15-20 km,3,1.0,2.0,526.0,113.2,500k-1M
Aberfeldie St,h,McDonald,Western Metropolitan,1.0,5-10 km,3,2.0,2.0,596.0,203.0,1.5M-2M
Scotia St,h,Barry,Western Metropolitan,1.0,5-10 km,2,1.0,0.0,251.0,110.0,500k-1M
Cardigan Rd,h,Max,Eastern Victoria,5.0,25-30 km,5,2.0,2.0,1254.0,186.75,500k-1M
Churchill Dr,h,Fletchers,Eastern Victoria,5.0,25-30 km,3,2.0,2.0,947.0,104.0,500k-1M
Krone St,t,hockingstuart,South-Eastern Metropolitan,6.0,20-25 km,4,2.0,2.0,312.0,179.0,1M-1.5M
Swayfield Rd,t,McGrath,Eastern Metropolitan,6.0,10-15 km,3,2.0,2.0,297.0,135.0,1M-1.5M
Nolan St,h,Barry,Western Metropolitan,7.0,10-15 km,4,2.0,2.0,650.0,254.0,1M-1.5M
Melrose St,h,JMRE,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,102.0,66.0,500k-1M
Vincent St,h,Nelson,Northern Metropolitan,4.0,10-15 km,4,2.0,2.0,697.0,189.0,1M-1.5M
Clayton Rd,h,Ray,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,703.0,90.0,1M-1.5M
Inga St,u,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,211.0,90.0,500k-1M
Ellesmere St,h,Buxton,South-Eastern Metropolitan,6.0,15-20 km,4,2.0,2.0,564.0,161.0,1M-1.5M
Arnott St,u,Thomson,Southern Metropolitan,6.0,10-15 km,1,1.0,1.0,821.0,33.0,0-300k
North Rd,u,Gary,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,0.0,72.0,300k-500k
Booth St,h,Buxton,South-Eastern Metropolitan,6.0,20-25 km,3,2.0,2.0,627.0,197.0,1M-1.5M
The Avenue,u,Woodards,Northern Metropolitan,1.0,< 5 km,3,2.0,1.0,2431.0,70.0,1.5M-2M
Graham St,u,Marshall,Southern Metropolitan,2.0,< 5 km,3,2.0,2.0,0.0,189.0,1.5M-2M
Rouse St,u,Cayzer,Southern Metropolitan,2.0,< 5 km,2,2.0,1.0,1472.0,81.0,500k-1M
Charles St,h,Jellis,Southern Metropolitan,6.0,< 5 km,3,2.0,0.0,145.0,138.0,1M-1.5M
Bellarine St,h,hockingstuart,Northern Metropolitan,4.0,5-10 km,5,2.0,2.0,558.0,217.0,1M-1.5M
Murray Rd,h,Love,Northern Metropolitan,4.0,5-10 km,4,1.0,2.0,540.0,540.0,500k-1M
Murray Rd,h,Love,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,470.0,115.0,500k-1M
Raglan St,h,McGrath,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,349.0,120.0,500k-1M
Scotia St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,2.0,2.0,515.0,126.0,1M-1.5M
Tyler St,h,Barry,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,590.0,94.0,500k-1M
William St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,448.0,103.0,500k-1M
Young St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,263.0,123.0,500k-1M
McIlwraith St,h,Nelson,Northern Metropolitan,1.0,< 5 km,3,1.0,0.0,204.0,194.0,1.5M-2M
Oconnor St,t,Harcourts,Northern Metropolitan,4.0,10-15 km,2,1.0,1.0,0.0,94.0,500k-1M
Powell St,h,hockingstuart,Northern Metropolitan,4.0,10-15 km,3,1.0,1.0,325.0,116.0,500k-1M
Pratt St,t,Barry,Northern Metropolitan,4.0,10-15 km,3,2.0,2.0,160.0,140.0,500k-1M
Lennox St,u,Biggin,Northern Metropolitan,6.0,< 5 km,2,1.0,1.0,407.0,66.0,500k-1M
Marwarra St,h,Fletchers,Eastern Metropolitan,3.0,20-25 km,4,1.0,2.0,669.0,179.0,500k-1M
Victoria St,h,Real,Eastern Metropolitan,3.0,20-25 km,4,1.0,1.0,833.0,151.0,1M-1.5M
Simmonds Pl,h,Ray,Northern Metropolitan,4.0,20-25 km,3,2.0,2.0,255.0,141.0,300k-500k
Bay Rd,t,Hodges,Southern Metropolitan,6.0,15-20 km,4,2.0,2.0,604.0,166.0,2M-2.5M
Brighton St,h,Buxton,Southern Metropolitan,6.0,15-20 km,3,2.0,0.0,398.0,150.0,1.5M-2M
Tennyson St,t,McGrath,Southern Metropolitan,6.0,15-20 km,4,2.0,2.0,381.0,235.0,2M-2.5M
Catherine Rd,h,LJ,Western Metropolitan,8.0,15-20 km,3,1.0,2.0,531.0,98.0,500k-1M
Galway St,h,Harcourts,South-Eastern Metropolitan,6.0,35-40 km,3,1.0,2.0,648.0,96.0,500k-1M
Sussex St,h,Sweeney,Western Metropolitan,8.0,10-15 km,3,2.0,6.0,663.0,127.8,1M-1.5M
Tennyson St,h,Biggin,Western Metropolitan,2.0,5-10 km,3,1.0,0.0,198.0,124.0,1M-1.5M
Saltley St,h,McGrath,Western Metropolitan,8.0,5-10 km,3,2.0,2.0,334.0,129.0,500k-1M
Albert Rd,u,Greg,Southern Metropolitan,2.0,< 5 km,2,1.0,1.0,1646.0,52.0,500k-1M
Alexis Cl,h,Harcourts,Northern Metropolitan,5.0,20-25 km,4,3.0,2.0,624.0,410.0,500k-1M
Grange Dr,h,Harcourts,Northern Metropolitan,5.0,20-25 km,3,2.0,4.0,492.0,160.0,500k-1M
Hawkstowe Pde,h,Ray,Northern Metropolitan,5.0,20-25 km,5,5.0,3.0,700.0,270.0,500k-1M
Cromwell Rd,u,Abercromby's,Southern Metropolitan,6.0,< 5 km,2,2.0,1.0,0.0,73.0,500k-1M
Hope St,h,Castran,Southern Metropolitan,6.0,< 5 km,2,2.0,1.0,187.0,133.0,2M-2.5M
Palfreyman St,h,Kay,Southern Metropolitan,6.0,< 5 km,3,1.0,1.0,136.0,132.0,1M-1.5M
Williams Rd,u,Gary,Southern Metropolitan,6.0,< 5 km,2,1.0,1.0,0.0,63.0,500k-1M
Dorcas St,u,MICM,Southern Metropolitan,2.0,< 5 km,1,1.0,1.0,63.0,51.0,300k-500k
Hillsyde Pde,h,Considine,Western Metropolitan,4.0,5-10 km,2,2.0,1.0,213.0,120.0,500k-1M
Heysen Dr,h,Brad,Western Metropolitan,9.0,30-35 km,3,2.0,2.0,600.0,140.0,300k-500k
Elm St,u,HAR,Southern Metropolitan,3.0,10-15 km,2,1.0,2.0,193.0,80.0,500k-1M
Kirribilli Bvd,h,Barry,Western Metropolitan,7.0,15-20 km,3,2.0,2.0,666.0,231.0,500k-1M
Milne St,h,Jellis,Eastern Metropolitan,5.0,15-20 km,3,2.0,2.0,809.0,188.0,1M-1.5M
Thompsons Rd,t,Jellis,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,332.0,198.0,1M-1.5M
Victoria Dr,h,Harcourts,Northern Metropolitan,4.0,15-20 km,3,2.0,2.0,545.0,152.0,500k-1M
Dundas St,u,Woodards,Northern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,65.0,300k-500k
Keon St,h,Jellis,Northern Metropolitan,3.0,5-10 km,4,1.0,2.0,495.0,120.0,1.5M-2M
Grange Rd,u,Williams,Southern Metropolitan,6.0,< 5 km,1,1.0,1.0,0.0,64.0,500k-1M
Toorak Rd,u,hockingstuart,Southern Metropolitan,6.0,< 5 km,2,1.0,1.0,713.0,60.0,500k-1M
Canterbury Rd,t,Harcourts,Eastern Metropolitan,3.0,15-20 km,4,2.0,2.0,0.0,207.0,500k-1M
Canterbury Rd,t,iProperty,Eastern Metropolitan,3.0,15-20 km,3,2.0,2.0,277.0,125.0,500k-1M
Market Rd,h,Triwest,Western Metropolitan,8.0,10-15 km,3,1.0,0.0,700.0,151.0,300k-500k
Pepino Ct,h,hockingstuart,Western Metropolitan,8.0,10-15 km,3,2.0,1.0,268.0,137.0,300k-500k
Wallara Rd,h,Hayeswinckle,Western Metropolitan,8.0,10-15 km,3,1.0,2.0,530.0,109.0,300k-500k
Argyle St,h,Village,Western Metropolitan,7.0,5-10 km,3,2.0,1.0,342.0,123.0,1M-1.5M
Hope St,h,Biggin,Western Metropolitan,7.0,5-10 km,3,2.0,3.0,380.0,106.4,1M-1.5M
Mickleham Rd,h,Barry,Northern Metropolitan,4.0,15-20 km,3,1.0,2.0,532.0,122.0,500k-1M
Chancellor Dr,h,Harcourts,South-Eastern Metropolitan,6.0,15-20 km,4,2.0,3.0,800.0,163.0,1M-1.5M
Mullins Ct,h,hockingstuart,Western Metropolitan,8.0,5-10 km,4,2.0,1.0,448.0,311.0,1.5M-2M
MacAlister Bvd,h,Barry,Northern Metropolitan,5.0,10-15 km,5,3.0,2.0,617.0,315.0,1.5M-2M
Ballarat St,h,Jas,Western Metropolitan,2.0,5-10 km,2,1.0,0.0,150.0,79.0,500k-1M
Church St,u,hockingstuart,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,601.0,64.0,300k-500k
Gipps St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,2379.0,69.0,500k-1M
Hart St,t,Brad,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,242.0,124.0,500k-1M
Merlow St,h,Bells,Western Metropolitan,7.0,10-15 km,4,2.0,1.0,604.0,127.0,500k-1M
McAlpine Ct,u,Sweeney,Western Metropolitan,8.0,10-15 km,3,2.0,1.0,284.0,88.0,500k-1M
Mulga St,t,Williams,Western Metropolitan,8.0,10-15 km,3,2.0,2.0,200.0,139.0,500k-1M
Mason St,h,hockingstuart,Western Metropolitan,8.0,5-10 km,3,1.0,4.0,559.0,560.0,500k-1M
Orrong Rd,h,Kay,Southern Metropolitan,6.0,5-10 km,4,4.0,2.0,847.0,285.0,3M+
Fenton St,h,Rendina,Western Metropolitan,1.0,< 5 km,4,2.0,1.0,360.0,249.0,1.5M-2M
Ashwood Dr,h,Jellis,Southern Metropolitan,6.0,10-15 km,4,3.0,3.0,726.0,194.0,1.5M-2M
Murra Ct,h,Purplebricks,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,280.0,115.0,500k-1M
Doyle St,h,Moonee,Western Metropolitan,7.0,5-10 km,3,1.0,1.0,585.0,30.0,500k-1M
Balwyn Rd,h,Ray,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,752.0,278.0,2M-2.5M
Birdwood St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,1,1.0,1.0,678.0,303.0,2M-2.5M
Iramoo St,h,RT,Southern Metropolitan,3.0,5-10 km,4,4.0,2.0,613.0,340.0,3M+
Abassia St,t,RT,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,292.0,181.0,1.5M-2M
Lemon Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,1.0,1.0,1138.0,152.0,2M-2.5M
Church St,u,Schroeder,Eastern Metropolitan,3.0,20-25 km,2,1.0,1.0,418.0,76.0,500k-1M
Orange Gr,h,Biggin,Eastern Metropolitan,3.0,20-25 km,4,1.0,10.0,993.0,128.0,500k-1M
Baker Rd,h,Ray,Eastern Metropolitan,3.0,20-25 km,3,2.0,0.0,586.0,115.0,500k-1M
Beths St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,4.0,2.0,673.0,156.0,2.5M-3M
May St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,3.0,581.0,128.0,1.5M-2M
Paloma St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,566.0,191.0,1M-1.5M
Bemersyde Dr,h,C21,Eastern Victoria,6.0,35-40 km,4,2.0,2.0,563.0,168.01,500k-1M
Bluff St,u,Hodges,Southern Metropolitan,6.0,15-20 km,2,1.0,1.0,0.0,88.0,500k-1M
Diana Dr,h,Noel,Eastern Metropolitan,3.0,10-15 km,4,2.0,1.0,797.0,164.0,1M-1.5M
Campbell Rd,h,Barry,Eastern Metropolitan,5.0,15-20 km,2,1.0,1.0,598.0,110.0,500k-1M
Florence St,h,Nick,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,608.0,306.19,2M-2.5M
Martell St,u,Barry,Northern Metropolitan,4.0,10-15 km,2,1.0,1.0,171.0,90.0,300k-500k
Albert St,u,Jellis,Northern Metropolitan,1.0,5-10 km,2,1.0,0.0,0.0,64.0,500k-1M
Barkly St,h,Raine,Northern Metropolitan,1.0,5-10 km,3,1.0,4.0,479.0,182.0,1.5M-2M
Mitchell St,h,Woodards,Northern Metropolitan,1.0,5-10 km,2,1.0,0.0,138.0,78.0,500k-1M
Victoria St,h,Nelson,Northern Metropolitan,1.0,5-10 km,4,1.0,1.0,318.0,100.0,1.5M-2M
Albion St,u,Jellis,Northern Metropolitan,1.0,5-10 km,1,1.0,1.0,406.0,40.0,300k-500k
Daly St,h,Nelson,Northern Metropolitan,1.0,5-10 km,3,2.0,4.0,413.0,126.0,1M-1.5M
Zara Cl,h,Ray,Northern Metropolitan,4.0,10-15 km,4,2.0,2.0,300.0,162.0,500k-1M
Carmody St,t,Bekdon,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,207.0,144.0,500k-1M
Toorak Rd,h,Fletchers,Southern Metropolitan,6.0,5-10 km,5,3.0,2.0,844.0,203.0,2M-2.5M
Morgan St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,557.0,200.0,1.5M-2M
Atkins Ct,h,Ray,South-Eastern Metropolitan,6.0,30-35 km,3,2.0,2.0,509.0,125.0,500k-1M
North Rd,t,Gary,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,0.0,135.0,1M-1.5M
Walker Gr,t,Ray,Southern Metropolitan,6.0,15-20 km,3,2.0,2.0,305.0,130.0,500k-1M
Panorama St,h,C21,South-Eastern Metropolitan,6.0,15-20 km,3,1.0,1.0,816.0,130.0,1M-1.5M
Jirrahlinga Tce,h,Ray,Northern Metropolitan,4.0,20-25 km,4,2.0,2.0,560.0,196.1,500k-1M
Malcolm Rd,h,RW,Eastern Metropolitan,5.0,20-25 km,4,2.0,2.0,841.0,196.0,500k-1M
Kimber Ct,h,Buxton,South-Eastern Metropolitan,6.0,20-25 km,4,2.0,2.0,840.0,237.0,1M-1.5M
Hampshire Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,280.0,200.0,1M-1.5M
Doncaster Rd,u,Philip,Eastern Metropolitan,3.0,10-15 km,3,2.0,1.0,236.0,145.0,500k-1M
Thea Gr,h,Noel,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,284.0,180.0,1M-1.5M
Simpson St,h,Jellis,Northern Metropolitan,2.0,< 5 km,3,1.0,0.0,118.0,177.0,1.5M-2M
Webb La,t,Caine,Northern Metropolitan,2.0,< 5 km,2,2.0,1.0,87.0,115.0,1M-1.5M
Baxter St,h,Biggin,Southern Metropolitan,6.0,5-10 km,3,1.0,0.0,377.0,133.0,1M-1.5M
Huntly Rd,u,Biggin,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,1172.0,69.0,500k-1M
Cromwell St,h,Barry,Eastern Metropolitan,5.0,15-20 km,4,2.0,2.0,816.0,243.0,1M-1.5M
Leane Dr,h,Morrison,Eastern Metropolitan,5.0,15-20 km,4,2.0,3.0,1004.0,184.0,500k-1M
Huntly Rd,u,hockingstuart,Southern Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,87.0,500k-1M
Shelley St,u,Hodges,Southern Metropolitan,2.0,5-10 km,2,1.0,1.0,0.0,74.0,500k-1M
Davisson St,h,Purplebricks,Northern Metropolitan,4.0,15-20 km,4,1.0,3.0,558.0,159.0,500k-1M
Efficient St,h,Ray,Northern Metropolitan,4.0,15-20 km,3,2.0,2.0,420.0,190.0,500k-1M
Longwood Dr,h,Harcourts,Northern Metropolitan,4.0,15-20 km,4,2.0,2.0,656.0,166.0,500k-1M
Balmoral St,u,Barry,Western Metropolitan,4.0,5-10 km,2,1.0,1.0,921.0,84.0,500k-1M
Cooper St,t,Nelson,Western Metropolitan,4.0,5-10 km,4,2.0,2.0,0.0,142.0,500k-1M
McPhail St,h,Jellis,Western Metropolitan,4.0,5-10 km,2,1.0,1.0,337.0,122.0,1M-1.5M
Waverley St,h,Brad,Western Metropolitan,4.0,5-10 km,4,1.0,3.0,616.0,170.0,1M-1.5M
Grace St,t,Frank,Western Metropolitan,4.0,5-10 km,3,2.0,1.0,161.0,149.0,500k-1M
Princess St,h,Jellis,Northern Metropolitan,4.0,10-15 km,5,2.0,2.0,737.0,194.0,1M-1.5M
Carlisle Rd,h,Schroeder,Eastern Metropolitan,3.0,20-25 km,5,3.0,2.0,836.0,789.0,1M-1.5M
Argyle St,h,Jellis,Northern Metropolitan,1.0,< 5 km,3,2.0,1.0,60.0,200.0,1M-1.5M
Gordon St,u,Trimson,Western Metropolitan,2.0,5-10 km,1,1.0,1.0,1015.0,46.0,0-300k
Nicholson St,u,Burnham,Western Metropolitan,2.0,5-10 km,1,1.0,0.0,0.0,53.0,300k-500k
Hamilton St,h,McDonald,Northern Victoria,9.0,45-50 km,3,1.0,2.0,665.0,110.0,500k-1M
Carrick Dr,h,Barry,Western Metropolitan,4.0,10-15 km,5,2.0,3.0,551.0,221.0,500k-1M
Campbell St,h,VICProp,Eastern Metropolitan,6.0,15-20 km,3,2.0,2.0,1590.0,292.0,3M+
Kinnoull Gr,h,Jellis,Eastern Metropolitan,6.0,15-20 km,5,3.0,2.0,662.0,119.0,2.5M-3M
Tulloch Gr,t,Harcourts,Eastern Metropolitan,6.0,15-20 km,3,2.0,2.0,0.0,133.0,500k-1M
Turner Ct,h,Harcourts,Eastern Metropolitan,6.0,15-20 km,3,2.0,2.0,648.0,181.0,1.5M-2M
Gowrie St,h,Stockdale,Northern Metropolitan,4.0,10-15 km,3,1.0,2.0,697.0,131.27,500k-1M
West St,h,Eview,Northern Metropolitan,4.0,10-15 km,4,1.0,3.0,697.0,133.0,500k-1M
Gowanbrae Dr,h,Nelson,Western Metropolitan,4.0,10-15 km,4,2.0,4.0,474.0,210.0,500k-1M
Arkley Dr,h,Barry,Northern Metropolitan,4.0,20-25 km,4,2.0,2.0,538.0,154.0,500k-1M
Turanga Pl,h,REMAX,South-Eastern Metropolitan,6.0,30-35 km,3,2.0,4.0,604.0,167.87,500k-1M
Grenville St,u,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,0.0,99.0,500k-1M
Lisson Gr,h,Abercromby's,Southern Metropolitan,6.0,5-10 km,4,2.0,4.0,1690.0,284.0,3M+
Power St,u,Domain,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,53.0,300k-500k
Wallen Rd,u,Jellis,Southern Metropolitan,6.0,5-10 km,2,2.0,2.0,6996.0,136.0,1M-1.5M
Condor St,h,Noel,Southern Metropolitan,6.0,5-10 km,5,3.0,2.0,572.0,274.0,2.5M-3M
Mowbray St,h,Kay,Southern Metropolitan,6.0,5-10 km,4,3.0,3.0,1116.0,304.0,3M+
Austral Ct,t,Miles,Eastern Metropolitan,5.0,5-10 km,4,2.0,2.0,264.0,140.0,500k-1M
Quinn St,h,Nelson,Eastern Metropolitan,5.0,5-10 km,4,1.0,2.0,630.0,237.0,1M-1.5M
Glover St,h,Victory,Eastern Metropolitan,5.0,5-10 km,3,1.0,2.0,290.0,105.0,500k-1M
Ross St,h,Ray,Southern Metropolitan,6.0,10-15 km,4,1.0,2.0,603.0,151.0,1M-1.5M
Serica Ct,h,Sweeney,Western Metropolitan,7.0,15-20 km,3,1.0,4.0,802.0,183.97,500k-1M
Bent St,u,Nelson,Northern Metropolitan,1.0,< 5 km,2,2.0,1.0,2135.0,90.0,500k-1M
Mawbey St,u,Rendina,Northern Metropolitan,1.0,< 5 km,1,1.0,1.0,0.0,60.0,300k-500k
McConnell St,h,Hodges,Northern Metropolitan,1.0,< 5 km,2,1.0,0.0,147.0,95.0,1M-1.5M
McConnell St,h,Biggin,Northern Metropolitan,1.0,< 5 km,4,2.0,0.0,199.0,96.0,1M-1.5M
Glenferrie Rd,h,Marshall,Southern Metropolitan,3.0,5-10 km,5,4.0,2.0,769.0,285.0,3M+
Bruce St,h,Harcourts,Northern Metropolitan,4.0,15-20 km,3,1.0,2.0,679.0,130.0,500k-1M
Ash Gr,h,Marshall,Southern Metropolitan,6.0,5-10 km,4,3.0,4.0,960.0,325.0,2.5M-3M
Raleigh Rd,u,Frank,Western Metropolitan,7.0,< 5 km,1,1.0,1.0,887.0,45.0,300k-500k
King St,u,MICM,Northern Metropolitan,2.0,0 km,2,1.0,1.0,0.0,113.0,500k-1M
Kym Pl,h,Ryder,Western Victoria,7.0,30-35 km,4,2.0,2.0,642.0,199.5,300k-500k
Albenca St,t,Obrien,South-Eastern Metropolitan,6.0,20-25 km,3,2.0,2.0,435.0,141.0,1M-1.5M
Milan St,u,Buxton,South-Eastern Metropolitan,6.0,20-25 km,2,1.0,1.0,101.0,300.0,500k-1M
Randell Ct,h,Ray,Northern Metropolitan,5.0,15-20 km,4,2.0,2.0,612.0,236.0,500k-1M
Burnett St,h,Noel,Eastern Metropolitan,3.0,15-20 km,4,1.0,1.0,842.0,160.0,1M-1.5M
Irvine St,t,Noel,Eastern Metropolitan,3.0,15-20 km,3,2.0,2.0,343.0,130.0,500k-1M
Aberfeldie St,h,McDonald,Western Metropolitan,1.0,5-10 km,3,2.0,2.0,596.0,203.0,1.5M-2M
Maribyrnong Rd,u,Barry,Western Metropolitan,1.0,5-10 km,1,1.0,0.0,0.0,29.0,0-300k
Cowley Ct,h,iTRAK,Eastern Victoria,5.0,25-30 km,3,1.0,2.0,484.0,102.0,500k-1M
