SUBURB,ADDRESS,ROOMS,TYPE,PRICE,METHOD,SELLERG,DATE,DISTANCE,POSTCODE,BEDROOM2,BATHROOM,CAR,LANDSIZE,BUILDINGAR,YEARBUILT,COUNCILARE,LATTITUDE,LONGTITUDE,REGIONNAME,PROPERTYCO,AREANUM,price_by_area
Glenroy,58 Bindi St,4,h,700000.0,S,RW,8/07/2017,11.2,3046.0,4.0,2.0,1.0,655.0,82.0,1950.0,Moreland,-37.69558,144.93223,Northern Metropolitan,8870.0,4.0,1068.7022900763359
Glenroy,4/71 Station Rd,2,t,400000.0,VB,Nelson,8/07/2017,11.2,3046.0,2.0,1.0,1.0,102.0,70.0,2012.0,Moreland,-37.71122,144.91863,Northern Metropolitan,8870.0,4.0,3921.5686274509803
Glenroy,270 West St,2,h,675000.0,S,Eview,8/07/2017,11.2,3046.0,2.0,2.0,1.0,248.0,99.0,2011.0,Moreland,-37.69705,144.94218999999995,Northern Metropolitan,8870.0,4.0,2721.7741935483873
Greensborough,53 Narbethong Dr,3,h,866000.0,S,hockingstuart,8/07/2017,16.1,3088.0,3.0,2.0,2.0,743.0,147.0,1980.0,Banyule,-37.71733,145.09622,Northern Metropolitan,8524.0,5.0,1165.5450874831763
Greenvale,4 Lysterfield Dr,5,h,800000.0,SP,LJ,8/07/2017,20.4,3059.0,5.0,3.0,2.0,544.0,332.0,2008.0,Hume,-37.61079,144.90823,Northern Metropolitan,4864.0,4.0,1470.5882352941176
Hadfield,9 Bond St,3,h,735000.0,S,Eview,8/07/2017,11.2,3046.0,3.0,1.0,1.0,626.0,122.0,1950.0,Moreland,-37.71425,144.95013,Northern Metropolitan,2606.0,4.0,1174.1214057507987
Hadfield,3A Neil St,2,t,595000.0,S,Eview,8/07/2017,11.2,3046.0,2.0,2.0,1.0,201.0,111.0,2005.0,Moreland,-37.71147,144.93927,Northern Metropolitan,2606.0,4.0,2960.1990049751244
Hampton East,3/8 Eldon Ct,2,t,771000.0,S,McGrath,8/07/2017,13.8,3188.0,2.0,1.0,1.0,190.0,99.0,1992.0,Bayside,-37.94083,145.03682,Southern Metropolitan,2356.0,6.0,4057.8947368421054
Hampton Park,6 The Mews,3,h,400000.0,PI,Stockdale,8/07/2017,33.3,3976.0,3.0,1.0,1.0,301.0,98.0,1998.0,Casey,-38.0457,145.27395,South-Eastern Metropolitan,8256.0,6.0,1328.9036544850499
Hawthorn,5/29 Bell St,1,u,455000.0,S,Jellis,8/07/2017,5.3,3122.0,1.0,1.0,1.0,0.0,49.0,1960.0,Boroondara,-37.81823,145.03972,Southern Metropolitan,11308.0,6.0,9285.714285714286
Hawthorn East,1/1091 Burke Rd,2,u,615888.0,SP,Marshall,8/07/2017,6.2,3123.0,2.0,1.0,1.0,915.0,73.0,1970.0,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482.0,6.0,8436.82191780822
Highett,33 Haynes St,4,h,1820000.0,S,hockingstuart,8/07/2017,16.0,3190.0,4.0,2.0,2.0,680.0,680.0,2006.0,Bayside,-37.94882,145.03111,Southern Metropolitan,4794.0,6.0,2676.470588235294
Hughesdale,40 Canterbury St,5,h,1475000.0,S,Woodards,8/07/2017,12.3,3166.0,5.0,2.0,3.0,548.0,157.0,1920.0,Monash,-37.90403,145.08118000000005,Southern Metropolitan,3145.0,6.0,2691.605839416058
Ivanhoe,49 Carn Av,5,h,2100000.0,PI,Upper,8/07/2017,7.8,3079.0,5.0,3.0,2.0,740.0,222.0,1960.0,Banyule,-37.76086,145.05177,Eastern Metropolitan,5549.0,3.0,2837.837837837838
Ivanhoe,207 Waterdale Rd,2,h,1320000.0,S,Miles,8/07/2017,7.8,3079.0,2.0,1.0,0.0,620.0,114.0,1920.0,Banyule,-37.76091,145.04437,Eastern Metropolitan,5549.0,3.0,2129.032258064516
Jacana,17 Fidge Ct,2,h,575500.0,S,RW,8/07/2017,14.0,3047.0,2.0,1.0,1.0,662.0,98.0,1960.0,Hume,-37.68988,144.91113,Northern Metropolitan,851.0,4.0,869.3353474320242
Keilor,37 Parramatta Rd,4,h,635000.0,S,Nelson,8/07/2017,14.5,3036.0,4.0,2.0,2.0,531.0,138.0,1975.0,Brimbank,-37.71368,144.82082,Western Metropolitan,2339.0,7.0,1195.8568738229756
Keilor Downs,131 Odessa Av,3,h,620000.0,S,Barry,8/07/2017,15.5,3038.0,3.0,1.0,4.0,650.0,100.0,1985.0,Brimbank,-37.71575,144.80598,Western Metropolitan,3656.0,7.0,953.8461538461538
Keilor East,71 Nyah St,5,h,1005000.0,SA,Nelson,8/07/2017,11.7,3033.0,5.0,3.0,2.0,596.0,176.0,1970.0,Moonee Valley,-37.7305,144.86863,Western Metropolitan,5629.0,7.0,1686.241610738255
Keilor Park,39 Flinders St,3,h,700000.0,S,Nelson,8/07/2017,10.4,3042.0,3.0,1.0,1.0,590.0,130.0,1970.0,Brimbank,-37.7219,144.85239,Western Metropolitan,1119.0,7.0,1186.4406779661017
Kensington,14/8 Mawbey St,1,u,390000.0,SP,Edward,8/07/2017,3.4,3031.0,1.0,1.0,1.0,0.0,60.0,2000.0,Melbourne,-37.79023,144.92335,Northern Metropolitan,5263.0,1.0,6500.0
Kew,88 Gladstone St,3,h,1410000.0,PI,Noel,8/07/2017,5.4,3101.0,3.0,1.0,1.0,404.0,113.0,1930.0,Boroondara,-37.79893,145.04266,Southern Metropolitan,10331.0,3.0,3490.09900990099
Lalor,23 Cyprus St,3,h,710500.0,S,Barry,8/07/2017,16.3,3075.0,3.0,2.0,1.0,655.0,120.0,1975.0,Whittlesea,-37.67414,145.0205,Northern Metropolitan,8279.0,4.0,1084.7328244274809
Lalor,18 Howell St,3,h,752000.0,S,hockingstuart,8/07/2017,16.3,3075.0,3.0,1.0,2.0,604.0,102.0,1950.0,Whittlesea,-37.6708,145.01353,Northern Metropolitan,8279.0,4.0,1245.0331125827815
Lalor,17 Menzies Pde,3,h,622000.0,S,Ray,8/07/2017,16.3,3075.0,3.0,1.0,2.0,575.0,113.0,1970.0,Whittlesea,-37.67146,145.03232,Northern Metropolitan,8279.0,4.0,1081.7391304347825
Maidstone,1/1 Clarendon St,3,t,650000.0,PI,Jas,8/07/2017,6.4,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873.0,7.0,4088.050314465409
Maidstone,19/8 Crefden St,2,u,435000.0,S,Biggin,8/07/2017,6.4,3012.0,2.0,2.0,1.0,0.0,96.0,2017.0,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873.0,7.0,4531.25
Maribyrnong,8 Mitchell St,4,h,1340000.0,S,hockingstuart,8/07/2017,4.3,3032.0,4.0,1.0,3.0,697.0,155.0,1920.0,Maribyrnong,-37.78352,144.88981,Western Metropolitan,4918.0,7.0,1922.5251076040172
Meadow Heights,10 Castella Ct,3,h,450000.0,SP,Barry,8/07/2017,17.4,3048.0,3.0,1.0,1.0,702.0,96.0,1970.0,Hume,-37.66059,144.92006,Northern Metropolitan,4704.0,4.0,641.025641025641
Meadow Heights,23 Goodenia Cl,3,h,440000.0,S,YPA,8/07/2017,17.4,3048.0,3.0,1.0,2.0,570.0,112.0,1992.0,Hume,-37.64769,144.91359,Northern Metropolitan,4704.0,4.0,771.9298245614035
Melton,28 Atkin St,4,h,550000.0,PI,Ryder,8/07/2017,31.7,3337.0,4.0,2.0,2.0,1241.0,194.0,1970.0,Melton,-37.68686,144.58157,Western Victoria,3600.0,7.0,443.19097502014506
Melton,22 Bittern St,3,h,373500.0,S,HAR,8/07/2017,31.7,3337.0,3.0,2.0,2.0,586.0,118.0,1980.0,Melton,-37.67831,144.57342,Western Victoria,3600.0,7.0,637.3720136518772
Mentone,11/19 Brindisi St,2,u,640000.0,S,Chisholm,8/07/2017,20.0,3194.0,2.0,1.0,1.0,128.0,72.0,1972.0,Kingston,-37.98346,145.06313,South-Eastern Metropolitan,6162.0,6.0,8888.888888888889
Mentone,1/1 Franklin St,3,t,940000.0,S,hockingstuart,8/07/2017,20.0,3194.0,3.0,1.0,2.0,331.0,157.9352,1989.0,Kingston,-37.97759,145.06482,South-Eastern Metropolitan,6162.0,6.0,2839.87915407855
Mill Park,23 Galilee Cr,3,h,705000.0,S,RW,8/07/2017,17.9,3082.0,3.0,2.0,2.0,840.0,161.0,1970.0,Whittlesea,-37.67391,145.0618,Northern Metropolitan,10529.0,5.0,839.2857142857143
Mill Park,15 Heritage Dr,4,h,790000.0,S,Ray,8/07/2017,17.9,3082.0,4.0,2.0,2.0,530.0,186.0,1990.0,Whittlesea,-37.65217,145.04863,Northern Metropolitan,10529.0,5.0,1490.566037735849
Mill Park,15 Mockridge Dr,5,h,704500.0,S,Ray,8/07/2017,17.9,3082.0,5.0,3.0,2.0,656.0,130.0,1970.0,Whittlesea,-37.6641,145.05123,Northern Metropolitan,10529.0,5.0,1073.9329268292684
Mill Park,49 Romano Av,4,h,550000.0,S,Ray,8/07/2017,17.9,3082.0,4.0,2.0,1.0,531.0,175.0,1970.0,Whittlesea,-37.65121,145.05404,Northern Metropolitan,10529.0,5.0,1035.7815442561205
Mill Park,53 Romano Av,5,h,598000.0,S,Ray,8/07/2017,17.9,3082.0,5.0,3.0,1.0,531.0,122.0,1990.0,Whittlesea,-37.65116,145.05438999999996,Northern Metropolitan,10529.0,5.0,1126.1770244821091
Mill Park,15 Warburton Ct,3,h,592000.0,S,Harcourts,8/07/2017,17.9,3082.0,3.0,1.0,1.0,622.0,128.0,1992.0,Whittlesea,-37.66294,145.06301000000005,Northern Metropolitan,10529.0,5.0,951.7684887459807
Mill Park,11 Woolnough Dr,3,h,602000.0,S,Ray,8/07/2017,17.9,3082.0,3.0,1.0,1.0,546.0,136.0,1977.0,Whittlesea,-37.65359,145.04276000000004,Northern Metropolitan,10529.0,5.0,1102.5641025641025
Montrose,44 Richards Rd,4,h,735000.0,S,McGrath,8/07/2017,28.8,3765.0,4.0,2.0,2.0,846.0,160.0,1980.0,Yarra Ranges,-37.81018,145.35396,Eastern Victoria,2493.0,3.0,868.7943262411347
Moonee Ponds,102 Waverley St,4,h,1270000.0,S,Jellis,8/07/2017,6.2,3039.0,4.0,1.0,3.0,478.0,152.0,1925.0,Moonee Valley,-37.76421,144.90571,Western Metropolitan,6232.0,1.0,2656.9037656903765
Mooroolbark,5 Byron Ct,3,h,650000.0,PI,iTRAK,8/07/2017,26.5,3138.0,3.0,2.0,2.0,1103.0,126.8,1976.0,Yarra Ranges,-37.78695,145.32513,Eastern Victoria,8280.0,5.0,589.3019038984587
Mordialloc,49 Jenkins St,4,h,1400000.0,PI,Ray,8/07/2017,21.5,3195.0,4.0,2.0,2.0,530.0,313.0,2007.0,Kingston,-38.00429000000001,145.10286000000005,South-Eastern Metropolitan,3650.0,6.0,2641.509433962264
Mordialloc,9A Montgomery St,3,t,1627000.0,S,hockingstuart,8/07/2017,21.5,3195.0,3.0,2.0,2.0,304.0,233.0,2007.0,Kingston,-38.00644000000001,145.08478,South-Eastern Metropolitan,3650.0,6.0,5351.973684210527
Mount Waverley,15 Virginia St,3,h,1850000.0,PI,Jellis,8/07/2017,14.2,3149.0,3.0,1.0,1.0,717.0,153.0,1960.0,Monash,-37.87754,145.12076000000005,Eastern Metropolitan,13366.0,6.0,2580.1952580195257
Murrumbeena,6 Gerald St,4,h,1820000.0,S,Buxton,8/07/2017,10.1,3163.0,4.0,2.0,1.0,632.0,265.0,1915.0,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442.0,6.0,2879.746835443038
North Melbourne,39/101 Leveson St,2,u,785000.0,S,Nelson,8/07/2017,1.8,3051.0,2.0,2.0,1.0,0.0,95.0,2008.0,Melbourne,-37.80202,144.95103999999995,Northern Metropolitan,6821.0,1.0,8263.157894736842
Nunawading,3/29 Mount Pleasant Rd,2,u,676000.0,S,Fletchers,8/07/2017,15.4,3131.0,2.0,1.0,1.0,149.0,84.0,1970.0,Whitehorse,-37.8231,145.17911,Eastern Metropolitan,4973.0,3.0,8047.619047619048
Nunawading,8 Olwen St,3,h,1002000.0,S,Fletchers,8/07/2017,15.4,3131.0,3.0,1.0,2.0,598.0,143.0,1960.0,Whitehorse,-37.80827,145.17885,Eastern Metropolitan,4973.0,3.0,1675.5852842809365
Nunawading,1/44 Shady Gr,4,t,1175000.0,S,Noel,8/07/2017,15.4,3131.0,4.0,3.0,2.0,289.0,170.0,2011.0,Whitehorse,-37.82895,145.17678,Eastern Metropolitan,4973.0,3.0,4065.7439446366784
Oakleigh East,1/22 Nonna St,3,h,875000.0,S,Buxton,8/07/2017,12.3,3166.0,3.0,2.0,2.0,295.0,144.0,2006.0,Monash,-37.90088,145.11692,Southern Metropolitan,2547.0,6.0,2966.101694915254
Oakleigh South,4/1248 North Rd,4,u,774000.0,S,HAR,8/07/2017,15.5,3167.0,4.0,2.0,2.0,0.0,147.0,2000.0,Monash,-37.91121,145.09598,South-Eastern Metropolitan,3692.0,6.0,5265.306122448979
Ormond,2/50 Lillimur Rd,1,u,327000.0,S,Buxton,8/07/2017,11.4,3204.0,1.0,1.0,1.0,0.0,32.0,1960.0,Glen Eira,-37.89976,145.04215,Southern Metropolitan,3578.0,6.0,10218.75
Ormond,300 Tucker Rd,4,h,1900000.0,S,Buxton,8/07/2017,11.4,3204.0,4.0,2.0,2.0,700.0,210.0,1920.0,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578.0,6.0,2714.285714285714
Parkdale,1/168 Beach Rd,4,h,2185000.0,S,Ray,8/07/2017,21.5,3195.0,4.0,2.0,3.0,220.0,213.0,2010.0,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087.0,6.0,9931.818181818182
Pascoe Vale,8A Tangyes St,3,h,1210000.0,S,Nelson,8/07/2017,8.5,3044.0,3.0,2.0,1.0,330.0,226.0,2012.0,Moreland,-37.72623,144.94521,Northern Metropolitan,7485.0,4.0,3666.6666666666665
Reservoir,24 Daleglen St,1,h,351000.0,SP,Harcourts,8/07/2017,12.0,3073.0,1.0,1.0,1.0,168.0,63.0,1950.0,Darebin,-37.69828,145.02184,Northern Metropolitan,21650.0,4.0,2089.285714285714
Ringwood,5 Jacks Pl,4,h,1725000.0,S,Hoskins,8/07/2017,19.9,3134.0,4.0,2.0,2.0,1016.0,310.0,2002.0,Maroondah,-37.78372,145.25311000000005,Eastern Metropolitan,7785.0,3.0,1697.8346456692914
Ringwood,1/13 Maidstone St,2,h,633000.0,S,Purplebricks,8/07/2017,19.9,3134.0,2.0,1.0,2.0,123.0,95.0,2005.0,Maroondah,-37.82223,145.22503999999995,Eastern Metropolitan,7785.0,3.0,5146.341463414634
Ringwood East,1 Tweed St,4,h,1090000.0,S,Philip,8/07/2017,21.3,3135.0,4.0,1.0,2.0,894.0,115.0,1950.0,Maroondah,-37.8159,145.24688,Eastern Metropolitan,4407.0,3.0,1219.2393736017898
Rowville,45 Severn Cr,4,h,936000.0,S,HAR,8/07/2017,23.5,3178.0,4.0,2.0,2.0,675.0,190.0,1980.0,Knox,-37.91692000000001,145.25896,South-Eastern Metropolitan,11667.0,6.0,1386.6666666666667
Rowville,18 Yvette Dr,3,h,860000.0,S,Harcourts,8/07/2017,23.5,3178.0,3.0,2.0,2.0,537.0,220.0,2001.0,Knox,-37.92778,145.24796,South-Eastern Metropolitan,11667.0,6.0,1601.489757914339
Sandringham,154 Abbott St,4,h,850000.0,PI,McGrath,8/07/2017,15.2,3191.0,4.0,3.0,2.0,709.0,327.0,2017.0,Bayside,-37.95095,145.02096,Southern Metropolitan,4497.0,6.0,1198.8716502115656
Seaford,43 Molesworth St,4,h,800000.0,VB,Harcourts,8/07/2017,35.4,3198.0,4.0,2.0,0.0,1151.0,207.0,1969.0,Frankston,-38.11336,145.15035,South-Eastern Metropolitan,8077.0,6.0,695.0477845351868
South Melbourne,1 Reilly Pl,3,h,1720000.0,S,Greg,8/07/2017,1.9,3205.0,3.0,2.0,2.0,81.0,137.0,1998.0,Port Phillip,-37.83631,144.95536,Southern Metropolitan,5943.0,2.0,21234.567901234568
South Morang,35 Cobblestone Dr,3,h,690000.0,S,Harcourts,8/07/2017,20.5,3752.0,3.0,2.0,2.0,545.0,196.0,2005.0,Whittlesea,-37.64426,145.1,Northern Metropolitan,7969.0,5.0,1266.0550458715597
South Morang,28 Kestrel Rd,4,h,875000.0,S,Iconek,8/07/2017,20.5,3752.0,4.0,2.0,2.0,613.0,332.0,2004.0,Whittlesea,-37.62648,145.07141,Northern Metropolitan,7969.0,5.0,1427.4061990212072
South Morang,3/32 Kumara Cct,3,t,420000.0,S,Harcourts,8/07/2017,20.5,3752.0,3.0,2.0,2.0,155.0,101.0,2011.0,Whittlesea,-37.63478,145.08486000000005,Northern Metropolitan,7969.0,5.0,2709.6774193548385
South Morang,28 Rolain Av,4,h,677500.0,S,Harcourts,8/07/2017,20.5,3752.0,4.0,2.0,2.0,609.0,195.0,2005.0,Whittlesea,-37.63454,145.06894,Northern Metropolitan,7969.0,5.0,1112.47947454844
South Yarra,2/45 Caroline St,2,u,600000.0,PI,Noel,8/07/2017,2.7,3141.0,2.0,1.0,1.0,876.0,62.0,1972.0,Stonnington,-37.83766,144.98799,Southern Metropolitan,14887.0,6.0,9677.41935483871
South Yarra,308/800 Chapel St,2,u,762500.0,S,hockingstuart,8/07/2017,2.7,3141.0,2.0,1.0,1.0,17200.0,79.0,2003.0,Stonnington,-37.83613,144.99661,Southern Metropolitan,14887.0,6.0,9651.898734177215
South Yarra,639 Punt Rd,4,h,1855500.0,S,Greg,8/07/2017,2.7,3141.0,4.0,2.0,1.0,176.0,216.0,1880.0,Melbourne,-37.83986,144.98598,Southern Metropolitan,14887.0,6.0,10542.613636363636
Spotswood,64 Craig St,2,h,802000.0,S,McGrath,8/07/2017,6.2,3015.0,2.0,1.0,1.0,174.0,100.6,1900.0,Hobsons Bay,-37.83162,144.88742,Western Metropolitan,1223.0,2.0,4609.19540229885
St Albans,10 Leslie St,4,h,631000.0,S,Barry,8/07/2017,14.0,3021.0,4.0,1.0,3.0,559.0,158.0,1970.0,Brimbank,-37.73593,144.8101,Western Metropolitan,14042.0,7.0,1128.8014311270126
St Albans,21 Shirley St,3,h,582000.0,S,YPA,8/07/2017,14.0,3021.0,3.0,1.0,0.0,674.0,94.0,1960.0,Brimbank,-37.73704,144.79108,Western Metropolitan,14042.0,7.0,863.5014836795252
St Kilda,22/220 Barkly St,1,u,468000.0,SP,Buxton,8/07/2017,5.0,3182.0,1.0,1.0,1.0,0.0,55.0,2000.0,Port Phillip,-37.87094,144.9807,Southern Metropolitan,13240.0,2.0,8509.09090909091
St Kilda,9/285 Barkly St,1,u,470000.0,VB,Chisholm,8/07/2017,5.0,3182.0,1.0,1.0,1.0,548.0,44.4,2009.0,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240.0,2.0,10585.585585585586
Strathmore,1/351 Napier St,3,u,750000.0,VB,Nelson,8/07/2017,8.2,3041.0,3.0,2.0,2.0,288.0,94.0,1970.0,Moonee Valley,-37.73415,144.91852,Western Metropolitan,3284.0,4.0,7978.723404255319
Sunbury,13 McComb St,4,h,410000.0,PI,Brad,8/07/2017,31.7,3429.0,4.0,2.0,2.0,587.0,164.0,1986.0,Hume,-37.58231,144.69961999999995,Western Metropolitan,14092.0,9.0,698.4667802385009
Sunbury,17 Mudie Av,4,h,512500.0,S,Raine,8/07/2017,31.7,3429.0,4.0,2.0,2.0,581.0,139.0,1960.0,Hume,-37.57355,144.70854,Western Metropolitan,14092.0,9.0,882.0998278829604
Sunshine,8 Kinnane Cr,3,h,830500.0,S,Douglas,8/07/2017,10.5,3020.0,3.0,1.0,2.0,508.0,111.0,1950.0,Brimbank,-37.7807,144.83648,Western Metropolitan,3755.0,7.0,1634.8425196850394
Sunshine West,27 Buckingham Cr,3,h,551000.0,S,Barry,8/07/2017,10.5,3020.0,3.0,1.0,2.0,613.0,105.0,1974.0,Brimbank,-37.80046,144.82676,Western Metropolitan,6763.0,7.0,898.858075040783
Sunshine West,1/52 Drinkwater Cr,3,h,450000.0,S,Douglas,8/07/2017,10.5,3020.0,3.0,1.0,2.0,283.0,104.0,1970.0,Brimbank,-37.79703,144.81228000000004,Western Metropolitan,6763.0,7.0,1590.1060070671379
Templestowe,7 Clays Ct,4,h,1635000.0,S,Barry,8/07/2017,15.5,3106.0,4.0,3.0,2.0,896.0,215.0,1985.0,Manningham,-37.76797,145.13799,Eastern Metropolitan,6202.0,5.0,1824.7767857142858
Templestowe Lower,5 Sophora Ct,3,h,1138000.0,S,Barry,8/07/2017,12.4,3107.0,3.0,2.0,2.0,706.0,184.0,1970.0,Manningham,-37.77185,145.12509,Eastern Metropolitan,5420.0,3.0,1611.8980169971671
The Basin,325 Forest Rd,3,h,477000.0,S,Ray,8/07/2017,27.0,3154.0,3.0,1.0,1.0,518.0,102.0,1960.0,Knox,-37.85971,145.31036,Eastern Metropolitan,1690.0,3.0,920.8494208494209
Thomastown,18 Dakota Dr,3,h,605000.0,S,Ray,8/07/2017,15.3,3074.0,3.0,1.0,2.0,533.0,114.0,1975.0,Whittlesea,-37.68579,144.98878,Northern Metropolitan,7955.0,4.0,1135.0844277673546
Thomastown,13 Kemp Av,3,h,610000.0,S,Harcourts,8/07/2017,15.3,3074.0,3.0,1.0,2.0,544.0,131.0,1970.0,Whittlesea,-37.68336,145.0029,Northern Metropolitan,7955.0,4.0,1121.3235294117646
Thomastown,232 Main St,3,h,580000.0,S,Harcourts,8/07/2017,15.3,3074.0,3.0,1.0,2.0,538.0,140.0,1975.0,Whittlesea,-37.67751,144.98663,Northern Metropolitan,7955.0,4.0,1078.0669144981412
Thornbury,1/54 Pender St,1,u,415000.0,S,Harcourts,8/07/2017,7.0,3071.0,1.0,1.0,1.0,0.0,39.0,1970.0,Darebin,-37.75443,145.00919,Northern Metropolitan,8870.0,3.0,10641.02564102564
Thornbury,159A Smith St,2,h,905000.0,S,Nelson,8/07/2017,7.0,3071.0,2.0,1.0,0.0,225.0,100.0,1960.0,Darebin,-37.75642,144.98755,Northern Metropolitan,8870.0,3.0,4022.222222222222
Truganina,4 Romek Wy,3,h,451000.0,S,TRUE,8/07/2017,18.4,3029.0,3.0,2.0,2.0,347.0,134.0,2010.0,Wyndham,-37.83963,144.71487,Western Metropolitan,5811.0,7.0,1299.7118155619596
Tullamarine,19 Gordon St,4,h,895000.0,S,Jason,8/07/2017,12.9,3043.0,4.0,2.0,2.0,700.0,267.0,1999.0,Hume,-37.70598,144.87616,Western Metropolitan,3296.0,7.0,1278.5714285714287
Wantirna South,1 Riverpark Dr,4,h,1055000.0,S,Ray,8/07/2017,14.7,3152.0,4.0,2.0,2.0,652.0,203.0,1997.0,Knox,-37.87325,145.23244,Eastern Metropolitan,7082.0,3.0,1618.0981595092026
Werribee,9 Sherrin Ct,3,h,529000.0,S,YPA,8/07/2017,14.7,3030.0,3.0,2.0,2.0,847.0,143.0,1980.0,Wyndham,-37.88421,144.67869,Western Metropolitan,16166.0,8.0,624.5572609208973
Werribee,46 Vincent Cr,3,h,484000.0,S,hockingstuart,8/07/2017,14.7,3030.0,3.0,1.0,0.0,531.0,100.0,1960.0,Wyndham,-37.88996,144.65526,Western Metropolitan,16166.0,8.0,911.4877589453861
West Melbourne,125/33 Jeffcott St,2,u,670000.0,S,MICM,8/07/2017,3.1,3003.0,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230.0,2.0,7444.444444444444
West Melbourne,207/493 Victoria St,2,u,510000.0,S,McGrath,8/07/2017,3.1,3003.0,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne,-37.80473,144.9435,Northern Metropolitan,2230.0,2.0,7727.272727272727
Westmeadows,14 Devenish Ct,3,h,410000.0,VB,Barry,8/07/2017,16.5,3049.0,3.0,1.0,2.0,542.0,107.0,1970.0,Hume,-37.66948,144.90385,Northern Metropolitan,2474.0,4.0,756.4575645756457
Windsor,8/9 The Avenue,1,u,410000.0,S,Buxton,8/07/2017,4.6,3181.0,1.0,1.0,1.0,0.0,51.0,1960.0,Stonnington,-37.85687,144.99748,Southern Metropolitan,4380.0,6.0,8039.21568627451
Wyndham Vale,112 Eureka Dr,4,h,478000.0,S,hockingstuart,8/07/2017,27.2,3024.0,4.0,2.0,2.0,400.0,151.54,2008.0,Wyndham,-37.87047000000001,144.59864,Western Metropolitan,5262.0,8.0,1195.0
Yarraville,62 Stephen St,3,h,1285000.0,SP,Village,8/07/2017,6.3,3013.0,3.0,1.0,1.0,284.0,124.0,1900.0,Maribyrnong,-37.81335,144.89471,Western Metropolitan,6543.0,2.0,4524.647887323944
Abbotsford,143 Charles St,3,h,1635000.0,S,Nelson,12/08/2017,3.0,3067.0,3.0,1.0,0.0,142.0,130.0,1880.0,Yarra,-37.80359,144.99538,Northern Metropolitan,4019.0,3.0,11514.084507042253
Altona,232 Blyth St,3,h,1225000.0,S,Barlow,12/08/2017,11.0,3018.0,3.0,1.0,1.0,697.0,132.0,1970.0,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301.0,8.0,1757.532281205165
Altona,41 Maidstone St,3,u,767000.0,SP,Barlow,12/08/2017,11.0,3018.0,3.0,2.0,1.0,305.0,132.0,2005.0,Hobsons Bay,-37.871,144.81153,Western Metropolitan,5301.0,8.0,5810.606060606061
Altona Meadows,1 Sheppard Ct,4,h,810000.0,SP,Purplebricks,12/08/2017,15.5,3028.0,4.0,2.0,2.0,749.0,180.9,1989.0,Hobsons Bay,-37.88413,144.79033,Western Metropolitan,7630.0,8.0,1081.4419225634178
Armadale,21/62 Wattletree Rd,2,u,821000.0,S,hockingstuart,12/08/2017,6.3,3143.0,2.0,2.0,1.0,3093.0,75.0,2006.0,Stonnington,-37.86165,145.02148,Southern Metropolitan,4836.0,6.0,10946.666666666666
Ashburton,2/6 Ramu Gr,4,t,1520000.0,S,Jellis,12/08/2017,10.2,3147.0,4.0,3.0,2.0,267.0,190.0,2012.0,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052.0,6.0,5692.883895131086
Ashburton,19 Ward St,3,h,2299500.0,S,Jellis,12/08/2017,10.2,3147.0,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara,-37.86516,145.07958,Southern Metropolitan,3052.0,6.0,3626.9716088328078
Balwyn,54 Northcote Av,4,h,2360000.0,S,Fletchers,12/08/2017,7.9,3103.0,4.0,3.0,2.0,848.0,214.0,1926.0,Boroondara,-37.81462,145.08776,Southern Metropolitan,5682.0,3.0,2783.0188679245284
Balwyn North,45A Helston St,4,h,1460000.0,VB,hockingstuart,12/08/2017,9.7,3104.0,4.0,2.0,2.0,433.0,185.0,1955.0,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809.0,3.0,3371.824480369515
Bentleigh,60A Fromer St,4,t,1280000.0,S,Buxton,12/08/2017,11.4,3204.0,4.0,3.0,2.0,306.0,200.0,2014.0,Glen Eira,-37.92893,145.04581000000005,Southern Metropolitan,6795.0,6.0,4183.006535947712
Bentleigh,15A Windsor Av,4,t,1750000.0,S,Buxton,12/08/2017,11.4,3204.0,4.0,3.0,2.0,429.0,262.0,2013.0,Glen Eira,-37.91582,145.048,Southern Metropolitan,6795.0,6.0,4079.2540792540794
Blackburn,140 Surrey Rd,3,h,1100000.0,S,Noel,12/08/2017,13.4,3130.0,3.0,1.0,2.0,492.0,124.0,1957.0,Whitehorse,-37.81169000000001,145.15735,Eastern Metropolitan,5713.0,3.0,2235.7723577235774
Blackburn North,5 Hibiscus Rd,4,h,1250000.0,PI,Jellis,12/08/2017,13.4,3130.0,4.0,2.0,2.0,580.0,161.0,1965.0,Whitehorse,-37.8051,145.14351000000005,Eastern Metropolitan,2867.0,3.0,2155.1724137931033
